category,title_group,english_level,it_experience_years,salary_usd
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1500.0
HR,Senior-level,Upper-Intermediate,9.0,3000.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,2000.0
Software Engineer,Tech leadership,Advanced,5.0,5800.0
Software Engineer,Mid-level,Intermediate,3.0,1700.0
Design,Mid-level,Elementary,6.0,1400.0
Management,Management,Upper-Intermediate,6.0,3500.0
Software Engineer,Mid-level,Intermediate,2.0,1350.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,3570.0
Software Engineer,Mid-level,Upper-Intermediate,7.0,3200.0
Quality Assurance,Mid-level,Advanced,3.0,1700.0
DevOps,Entry-level,Intermediate,1.0,1000.0
Quality Assurance,Tech leadership,Intermediate,12.0,4350.0
Software Engineer,Entry-level,Intermediate,2.0,900.0
Software Engineer,Senior-level,Upper-Intermediate,9.0,5200.0
Quality Assurance,Mid-level,Advanced,3.0,1800.0
Customer Support,Mid-level,Intermediate,4.0,3100.0
Software Engineer,Senior-level,Upper-Intermediate,5.0,4800.0
Quality Assurance,Senior-level,Intermediate,10.0,4000.0
Management,Entry-level,Upper-Intermediate,0.5,790.0
Quality Assurance,Senior-level,Intermediate,5.0,5800.0
Design,Mid-level,Intermediate,5.0,1300.0
Analyst,Entry-level,Intermediate,1.0,840.0
Software Engineer,Mid-level,Intermediate,7.0,3000.0
Management,Management,Advanced,7.0,4200.0
DevOps,Mid-level,Intermediate,3.0,2850.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,3000.0
Software Engineer,Mid-level,Upper-Intermediate,5.0,1900.0
Software Engineer,Mid-level,Intermediate,4.0,2300.0
Management,Tech leadership,Upper-Intermediate,5.0,5400.0
Quality Assurance,Senior-level,Intermediate,7.0,3750.0
Quality Assurance,Senior-level,Upper-Intermediate,4.0,2500.0
Marketing,Mid-level,Advanced,2.0,2000.0
Management,Management,Advanced,12.0,5500.0
Analyst,Entry-level,Intermediate,1.0,714.0
Management,Management,Advanced,9.0,4000.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,3000.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,2000.0
Software Engineer,Senior-level,Intermediate,10.0,4000.0
Quality Assurance,Tech leadership,Upper-Intermediate,9.0,4400.0
Software Engineer,Mid-level,Intermediate,5.0,2000.0
Quality Assurance,Entry-level,Pre-Intermediate,0.5,400.0
Quality Assurance,Senior-level,Upper-Intermediate,11.0,3200.0
Management,Management,Advanced,5.0,6500.0
Management,Tech leadership,Upper-Intermediate,9.0,4300.0
Software Engineer,Entry-level,Upper-Intermediate,2.0,850.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1444.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,5500.0
DevOps,Entry-level,Intermediate,0.5,750.0
Software Engineer,Senior-level,Upper-Intermediate,13.0,6500.0
Software Engineer,Senior-level,Upper-Intermediate,13.0,6300.0
Quality Assurance,Entry-level,Intermediate,1.0,1000.0
Customer Support,Senior-level,Advanced,5.0,4500.0
Analyst,Mid-level,Upper-Intermediate,3.0,1276.0
Design,Senior-level,Upper-Intermediate,9.0,5200.0
Software Engineer,Entry-level,Intermediate,2.0,400.0
Management,Management,Advanced,6.0,3850.0
Quality Assurance,Senior-level,Upper-Intermediate,5.0,5750.0
Design,Senior-level,Advanced,4.0,3900.0
Management,Management,Advanced,10.0,3600.0
Analyst,Mid-level,Pre-Intermediate,2.0,1800.0
Design,Mid-level,Pre-Intermediate,3.0,2400.0
Quality Assurance,Mid-level,Intermediate,3.0,1500.0
DevOps,Senior-level,Upper-Intermediate,10.0,6000.0
Software Engineer,Mid-level,Intermediate,5.0,2700.0
Quality Assurance,Mid-level,Intermediate,4.0,1200.0
Quality Assurance,Senior-level,Upper-Intermediate,4.0,2500.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,1800.0
Software Engineer,Entry-level,Upper-Intermediate,1.0,750.0
Quality Assurance,Mid-level,Intermediate,6.0,1500.0
Quality Assurance,Entry-level,Pre-Intermediate,1.5,950.0
Design,Tech leadership,Advanced,20.0,5000.0
Management,IC-high,Upper-Intermediate,20.0,8400.0
Design,Mid-level,Intermediate,2.0,1500.0
HR,Mid-level,Intermediate,5.0,1700.0
Data Scientist,Mid-level,Intermediate,3.0,1530.0
Design,Tech leadership,Intermediate,7.0,5500.0
Marketing,Entry-level,Upper-Intermediate,1.5,1530.0
Software Engineer,Entry-level,Pre-Intermediate,1.0,850.0
Sales,Management,Intermediate,8.0,3500.0
Quality Assurance,Mid-level,Intermediate,2.0,1600.0
Software Engineer,Mid-level,Intermediate,4.0,3000.0
Software Engineer,Tech leadership,Upper-Intermediate,9.0,4200.0
Data Scientist,Mid-level,Intermediate,5.0,2600.0
Software Engineer,Mid-level,Intermediate,4.0,2500.0
Analyst,Mid-level,Intermediate,4.0,2000.0
Quality Assurance,Senior-level,Intermediate,5.0,3700.0
Software Engineer,Entry-level,Upper-Intermediate,1.5,1000.0
Software Engineer,Mid-level,Intermediate,3.0,2000.0
Data Scientist,Mid-level,Pre-Intermediate,2.0,2700.0
Quality Assurance,Entry-level,Upper-Intermediate,1.0,650.0
Software Engineer,Senior-level,Pre-Intermediate,7.0,4700.0
Quality Assurance,Mid-level,Intermediate,3.0,1600.0
DevOps,Mid-level,Upper-Intermediate,4.0,2500.0
DevOps,Mid-level,Upper-Intermediate,2.0,3900.0
Management,Management,Advanced,10.0,6500.0
HR,Tech leadership,Upper-Intermediate,8.0,4500.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,3700.0
Sales,Entry-level,Upper-Intermediate,1.0,750.0
Customer Support,Mid-level,Intermediate,3.0,1200.0
Management,Executive,Advanced,14.0,14000.0
Data Scientist,Senior-level,Upper-Intermediate,10.0,3200.0
Software Engineer,Management,Upper-Intermediate,10.0,5650.0
Software Engineer,Mid-level,Intermediate,4.0,1650.0
Software Engineer,Tech leadership,Advanced,12.0,5500.0
Software Engineer,Tech leadership,Upper-Intermediate,7.0,5700.0
Quality Assurance,Mid-level,Upper-Intermediate,5.0,3400.0
Management,Entry-level,Upper-Intermediate,0.5,1200.0
Data Scientist,Mid-level,Intermediate,3.0,2740.0
Data Scientist,Entry-level,Upper-Intermediate,1.0,1600.0
Software Engineer,Mid-level,Intermediate,4.0,2500.0
Quality Assurance,Mid-level,Pre-Intermediate,5.0,2200.0
Quality Assurance,Tech leadership,Advanced,7.0,6000.0
HR,Senior-level,Upper-Intermediate,7.0,2800.0
Quality Assurance,Entry-level,Intermediate,2.0,500.0
Marketing,Mid-level,Advanced,4.0,1400.0
Software Engineer,Senior-level,Upper-Intermediate,3.0,5500.0
Management,Mid-level,Advanced,3.0,2800.0
Quality Assurance,Entry-level,Intermediate,1.0,700.0
Software Engineer,Senior-level,Upper-Intermediate,5.0,4300.0
Software Engineer,Senior-level,Upper-Intermediate,8.0,7000.0
Marketing,Mid-level,Intermediate,4.0,1200.0
Marketing,Entry-level,Intermediate,1.5,500.0
DevOps,IC-high,Advanced,10.0,8500.0
Quality Assurance,Entry-level,Upper-Intermediate,3.0,1300.0
Analyst,Senior-level,Advanced,4.0,3800.0
SysAdmin,Entry-level,Intermediate,1.0,750.0
Analyst,Entry-level,Intermediate,0.1,500.0
Management,Management,Advanced,11.0,4600.0
HR,Mid-level,Elementary,7.0,1590.0
Software Engineer,Mid-level,Intermediate,6.0,2600.0
Design,Management,Upper-Intermediate,18.0,5000.0
HR,Mid-level,Intermediate,5.0,1222.0
Software Engineer,Entry-level,Upper-Intermediate,0.5,1200.0
Marketing,Mid-level,Pre-Intermediate,2.0,2290.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,3000.0
Quality Assurance,Entry-level,Intermediate,1.5,500.0
SysAdmin,Entry-level,Pre-Intermediate,0.5,600.0
DevOps,Mid-level,Pre-Intermediate,4.0,2200.0
Software Engineer,Mid-level,Intermediate,2.0,1650.0
Software Engineer,Entry-level,Advanced,0.5,600.0
Design,Tech leadership,Upper-Intermediate,8.0,3500.0
Quality Assurance,Mid-level,Upper-Intermediate,2.0,2250.0
Quality Assurance,Mid-level,Intermediate,3.0,2000.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,2355.0
Quality Assurance,Management,Advanced,13.0,7000.0
Management,Entry-level,Pre-Intermediate,1.0,500.0
Management,Mid-level,Upper-Intermediate,1.5,1500.0
Analyst,Senior-level,Pre-Intermediate,6.0,2800.0
Design,Senior-level,Advanced,4.0,3800.0
Software Engineer,Tech leadership,Advanced,8.0,5500.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,2850.0
Marketing,Senior-level,Advanced,10.0,8000.0
Quality Assurance,Senior-level,Intermediate,5.0,2900.0
Other,Mid-level,Upper-Intermediate,6.0,1200.0
Management,Executive,Advanced,18.0,7300.0
Quality Assurance,Mid-level,Intermediate,4.0,3000.0
Quality Assurance,Entry-level,Advanced,1.0,1000.0
Software Engineer,Entry-level,Pre-Intermediate,0.5,600.0
DevOps,Senior-level,Upper-Intermediate,7.0,5000.0
Quality Assurance,IC-high,Upper-Intermediate,11.0,8000.0
Management,Tech leadership,Advanced,8.0,5000.0
Management,Management,Upper-Intermediate,6.0,4500.0
Quality Assurance,Senior-level,Intermediate,10.0,4000.0
Software Engineer,Tech leadership,Upper-Intermediate,14.0,5500.0
Quality Assurance,Mid-level,Upper-Intermediate,7.0,1850.0
Quality Assurance,Entry-level,Pre-Intermediate,1.0,450.0
DevOps,Mid-level,Advanced,3.0,2800.0
Software Engineer,Mid-level,Elementary,4.0,1200.0
Software Engineer,Mid-level,Intermediate,3.0,2700.0
Design,Mid-level,Upper-Intermediate,3.0,2200.0
Other,Tech leadership,Intermediate,6.0,5142.0
Analyst,Senior-level,Intermediate,6.0,4700.0
DevOps,Entry-level,Intermediate,0.1,1200.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,2000.0
Management,Mid-level,Upper-Intermediate,4.0,2900.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,3000.0
Data Scientist,Senior-level,Upper-Intermediate,5.0,8000.0
Management,Senior-level,Upper-Intermediate,7.0,4000.0
Quality Assurance,Mid-level,Intermediate,5.0,2600.0
Management,Management,Intermediate,12.0,3500.0
Data Scientist,Mid-level,Upper-Intermediate,4.0,2850.0
Data Scientist,Mid-level,Intermediate,3.0,2300.0
Software Engineer,Tech leadership,Upper-Intermediate,14.0,4300.0
DevOps,Senior-level,Intermediate,7.0,5500.0
Data Scientist,Mid-level,Upper-Intermediate,2.0,1200.0
Management,Management,Intermediate,7.0,7400.0
Data Scientist,Mid-level,Advanced,4.0,3800.0
Marketing,Tech leadership,Pre-Intermediate,4.0,4000.0
Design,Mid-level,Upper-Intermediate,4.0,1750.0
Quality Assurance,Mid-level,Pre-Intermediate,2.0,2200.0
Quality Assurance,Mid-level,Pre-Intermediate,4.0,1973.0
Management,Management,Upper-Intermediate,10.0,5500.0
Analyst,Entry-level,Intermediate,1.5,1550.0
Management,Management,Intermediate,6.0,8500.0
Quality Assurance,Tech leadership,Upper-Intermediate,5.0,5250.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,3300.0
Software Engineer,Entry-level,Intermediate,1.0,1400.0
Analyst,Tech leadership,Pre-Intermediate,5.0,4000.0
Management,Management,Advanced,10.0,4000.0
Data Scientist,Mid-level,Upper-Intermediate,3.0,3200.0
SysAdmin,Tech leadership,Upper-Intermediate,18.0,8000.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,3290.0
Quality Assurance,Mid-level,Pre-Intermediate,4.0,2200.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1650.0
Design,Senior-level,Intermediate,8.0,4700.0
Data Scientist,Mid-level,Upper-Intermediate,1.5,2180.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,2900.0
Design,Mid-level,Pre-Intermediate,4.0,1400.0
Software Engineer,Senior-level,Intermediate,5.0,4850.0
Other,Mid-level,Intermediate,3.0,1750.0
Customer Support,Senior-level,Advanced,7.0,2900.0
Analyst,Mid-level,Pre-Intermediate,5.0,1950.0
Design,Senior-level,Upper-Intermediate,11.0,4500.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,2700.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,1300.0
SysAdmin,Mid-level,Upper-Intermediate,5.0,1400.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,3300.0
Analyst,Senior-level,Advanced,4.0,3400.0
Management,Management,Advanced,18.0,6500.0
Analyst,Entry-level,Upper-Intermediate,1.5,1300.0
Quality Assurance,Entry-level,Pre-Intermediate,2.0,710.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,3300.0
Quality Assurance,Mid-level,Intermediate,6.0,2770.0
Software Engineer,Mid-level,Intermediate,4.0,2600.0
Management,Management,Upper-Intermediate,5.0,6800.0
Quality Assurance,Mid-level,Pre-Intermediate,2.0,1600.0
Security,Executive,Advanced,20.0,7000.0
Quality Assurance,Tech leadership,Intermediate,9.0,5800.0
Quality Assurance,Mid-level,Upper-Intermediate,6.0,2400.0
Quality Assurance,Senior-level,Intermediate,4.0,2500.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,6300.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,4600.0
Management,Senior-level,Advanced,7.0,4200.0
Analyst,Entry-level,Intermediate,2.0,1100.0
DevOps,Mid-level,Upper-Intermediate,5.0,2400.0
Software Engineer,Mid-level,Pre-Intermediate,3.0,1300.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,3400.0
Sales,Mid-level,Upper-Intermediate,4.0,1200.0
Quality Assurance,Senior-level,Upper-Intermediate,5.0,4500.0
Management,Mid-level,Intermediate,7.0,3800.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,6584.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,2800.0
Design,Senior-level,Upper-Intermediate,8.0,2600.0
Design,Senior-level,Upper-Intermediate,6.0,2800.0
Software Engineer,Entry-level,Upper-Intermediate,1.0,700.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1300.0
Quality Assurance,Mid-level,Advanced,2.0,1300.0
Management,Mid-level,Intermediate,4.0,4000.0
DevOps,Mid-level,Upper-Intermediate,4.0,1700.0
Software Engineer,Tech leadership,Advanced,4.0,4200.0
Management,Senior-level,Advanced,9.0,4500.0
Analyst,Senior-level,Intermediate,3.0,3000.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,3200.0
Quality Assurance,Tech leadership,Upper-Intermediate,12.0,4333.0
Software Engineer,Tech leadership,Pre-Intermediate,8.0,5000.0
Quality Assurance,Senior-level,Intermediate,10.0,2657.0
Data Scientist,Mid-level,Upper-Intermediate,4.0,3500.0
Software Engineer,Entry-level,Upper-Intermediate,1.0,630.0
Quality Assurance,Mid-level,Intermediate,2.0,1700.0
Quality Assurance,Senior-level,Upper-Intermediate,5.0,2700.0
Management,Management,Intermediate,8.0,4000.0
Software Engineer,Entry-level,Intermediate,2.0,600.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1270.0
Software Engineer,Senior-level,Upper-Intermediate,9.0,4550.0
Quality Assurance,Mid-level,Intermediate,5.0,2300.0
Sales,Management,Advanced,7.0,4000.0
Software Engineer,Senior-level,Upper-Intermediate,10.0,4750.0
Software Engineer,Senior-level,Pre-Intermediate,11.0,4800.0
Management,Management,Advanced,6.0,5600.0
Other,Senior-level,Upper-Intermediate,5.0,3300.0
Management,Mid-level,Advanced,2.0,1460.0
Quality Assurance,Senior-level,Upper-Intermediate,4.0,4500.0
Design,Mid-level,Upper-Intermediate,6.0,2500.0
Quality Assurance,Senior-level,Advanced,7.0,4500.0
DevOps,Tech leadership,Upper-Intermediate,10.0,8260.0
Software Engineer,Entry-level,Upper-Intermediate,2.0,1000.0
Design,Entry-level,Upper-Intermediate,2.0,1300.0
Software Engineer,Mid-level,Intermediate,2.0,1200.0
Marketing,Entry-level,Intermediate,0.5,890.0
Analyst,Entry-level,Advanced,0.1,850.0
Quality Assurance,Entry-level,Upper-Intermediate,1.5,723.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,2310.0
Management,Mid-level,Upper-Intermediate,3.0,2400.0
DevOps,Tech leadership,Intermediate,12.0,8000.0
Analyst,Executive,Advanced,11.0,6000.0
Quality Assurance,Mid-level,Pre-Intermediate,4.0,2220.0
Design,Tech leadership,Advanced,13.0,7000.0
Quality Assurance,Mid-level,Upper-Intermediate,7.0,1200.0
Quality Assurance,Entry-level,Upper-Intermediate,1.5,1100.0
Marketing,Entry-level,Intermediate,1.5,1150.0
Management,Entry-level,Upper-Intermediate,1.5,1600.0
Other,Mid-level,Intermediate,2.0,2084.0
Quality Assurance,Senior-level,Advanced,9.0,3240.0
Data Scientist,Senior-level,Upper-Intermediate,6.0,5850.0
Quality Assurance,Senior-level,Upper-Intermediate,10.0,4200.0
Analyst,Mid-level,Upper-Intermediate,1.5,2500.0
Software Engineer,Tech leadership,Intermediate,8.0,6000.0
Software Engineer,Mid-level,Upper-Intermediate,1.0,3000.0
Quality Assurance,Mid-level,Intermediate,3.0,2000.0
Software Engineer,Tech leadership,Advanced,7.0,3500.0
Analyst,Entry-level,Upper-Intermediate,1.0,1500.0
Other,Entry-level,Pre-Intermediate,3.0,600.0
Quality Assurance,Tech leadership,Upper-Intermediate,10.0,4300.0
DevOps,Mid-level,Upper-Intermediate,3.0,4000.0
Management,Mid-level,Upper-Intermediate,2.0,3500.0
Design,Tech leadership,Upper-Intermediate,7.0,8200.0
DevOps,Mid-level,Pre-Intermediate,3.0,2850.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,4230.0
Software Engineer,Mid-level,Pre-Intermediate,5.0,2200.0
DevOps,Mid-level,Advanced,1.5,2400.0
Data Scientist,Entry-level,Upper-Intermediate,1.0,1100.0
Software Engineer,Senior-level,Advanced,12.0,6200.0
Management,Mid-level,Advanced,3.0,2500.0
Design,Senior-level,Advanced,12.0,4500.0
Other,Entry-level,Intermediate,0.5,400.0
Quality Assurance,Senior-level,Advanced,5.0,2600.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,2300.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,2200.0
Security,Mid-level,Elementary,4.0,1650.0
Other,Mid-level,Advanced,4.0,1800.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,2000.0
Software Engineer,Entry-level,Intermediate,0.5,1395.0
Quality Assurance,Mid-level,Intermediate,3.0,1600.0
DevOps,Mid-level,Upper-Intermediate,4.0,2800.0
Software Engineer,Mid-level,Upper-Intermediate,5.0,3500.0
Security,Entry-level,Intermediate,1.0,800.0
Software Engineer,Senior-level,Advanced,7.0,6000.0
Quality Assurance,Entry-level,Intermediate,1.0,630.0
Design,Senior-level,Upper-Intermediate,5.0,4000.0
Quality Assurance,Senior-level,Advanced,4.0,4000.0
Quality Assurance,Mid-level,Intermediate,7.0,3350.0
Data Scientist,Entry-level,Upper-Intermediate,0.5,800.0
Design,Mid-level,Intermediate,6.0,2000.0
DevOps,Senior-level,Intermediate,4.0,3600.0
Other,Entry-level,Upper-Intermediate,2.0,800.0
Quality Assurance,Entry-level,Upper-Intermediate,1.0,1320.0
Quality Assurance,Mid-level,Upper-Intermediate,2.0,2070.0
Security,Entry-level,Upper-Intermediate,2.0,1042.0
Quality Assurance,Entry-level,Pre-Intermediate,2.0,1600.0
Management,Management,Advanced,7.0,4000.0
Analyst,Senior-level,Intermediate,10.0,3100.0
Quality Assurance,Mid-level,Intermediate,4.0,1800.0
Design,Entry-level,Elementary,2.0,625.0
Marketing,Entry-level,Intermediate,2.0,600.0
Quality Assurance,Mid-level,Intermediate,3.0,2000.0
Quality Assurance,Mid-level,Intermediate,3.0,2000.0
Software Engineer,Entry-level,Intermediate,2.0,500.0
DevOps,Mid-level,Advanced,3.0,2000.0
Management,Mid-level,Intermediate,6.0,2000.0
Analyst,Senior-level,Upper-Intermediate,3.0,2900.0
Software Engineer,Senior-level,Intermediate,8.0,4500.0
Quality Assurance,Tech leadership,Intermediate,6.0,3890.0
Design,Mid-level,Upper-Intermediate,4.0,2000.0
Marketing,Senior-level,Advanced,6.0,3300.0
Analyst,Mid-level,Intermediate,3.0,1500.0
Management,Senior-level,Upper-Intermediate,5.0,2800.0
SysAdmin,Entry-level,Advanced,1.0,520.0
Management,Senior-level,Upper-Intermediate,6.0,5000.0
HR,Senior-level,Upper-Intermediate,5.0,2500.0
Marketing,Mid-level,Upper-Intermediate,4.0,1200.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,4000.0
Software Engineer,Entry-level,Upper-Intermediate,2.0,800.0
Quality Assurance,Mid-level,Advanced,1.0,3000.0
Design,Tech leadership,Intermediate,6.0,7000.0
SysAdmin,Entry-level,Pre-Intermediate,1.0,1470.0
Quality Assurance,Senior-level,Upper-Intermediate,10.0,2750.0
Customer Support,Mid-level,Upper-Intermediate,4.0,2160.0
Quality Assurance,Tech leadership,Upper-Intermediate,8.0,8500.0
Quality Assurance,Entry-level,Upper-Intermediate,1.0,500.0
DevOps,Senior-level,Intermediate,7.0,7000.0
Software Engineer,Mid-level,Intermediate,5.0,2800.0
Software Engineer,Tech leadership,Advanced,13.0,7100.0
DevOps,Senior-level,Upper-Intermediate,8.0,6000.0
Management,Mid-level,Upper-Intermediate,3.0,1500.0
Management,Management,Upper-Intermediate,4.0,8500.0
Quality Assurance,Senior-level,Upper-Intermediate,9.0,3200.0
Quality Assurance,Senior-level,Advanced,8.0,3950.0
Design,Senior-level,Upper-Intermediate,5.0,5000.0
Design,Senior-level,Intermediate,8.0,2900.0
Management,Management,Upper-Intermediate,5.0,3700.0
Software Engineer,Mid-level,Upper-Intermediate,5.0,3000.0
Quality Assurance,Mid-level,Intermediate,4.0,1200.0
Management,Management,Upper-Intermediate,4.0,6500.0
Management,Entry-level,Upper-Intermediate,0.1,600.0
